114 25 
10 3345 285
10 3345 255
10 3345 225
10 3345 195
10 3345 165
10 3345 75
10 3345 105
10 3345 135
10 3315 585
10 3315 615
10 3315 645
10 3315 675
10 3315 705
10 3315 735
10 3315 765
10 3285 765
10 3255 765
10 3225 765
10 3195 765
10 3165 765
10 3135 765
10 3105 765
10 3075 765
10 3045 765
10 3015 765
10 2985 765
10 2955 765
10 2925 765
10 2895 765
10 2865 765
10 2835 765
10 2805 765
10 2775 765
10 2745 765
10 2715 765
10 2685 765
10 2655 765
10 2625 765
10 2595 765
10 2565 765
10 2535 765
10 2505 765
10 2475 765
10 2445 765
10 2445 735
10 2475 735
10 2505 735
10 2535 735
10 2565 735
10 2595 735
10 2625 735
10 3285 735
10 3255 735
10 3225 735
10 3195 735
10 3165 735
10 3135 735
10 3105 735
10 3075 735
10 3045 735
10 3015 735
10 2985 735
10 2955 735
10 2925 735
10 2895 735
10 2865 735
10 2835 735
10 2805 735
10 2775 735
10 2745 735
10 2715 735
10 2685 735
10 2655 735
10 2475 705
10 2505 705
10 2505 675
10 2505 645
10 2505 615
10 2505 585
10 2505 555
10 2505 525
10 2505 495
10 2475 495
10 2445 495
10 2475 525
10 2475 555
10 2445 585
10 2475 615
10 2475 645
10 2475 675
10 2445 705
10 2445 615
10 2475 585
10 2445 645
10 2445 555
10 2445 675
10 2445 525
12 2505 465
12 2505 435
12 2505 405
12 2505 375
12 2505 345
12 2505 315
21 3075 690
