112 25
12 195 555
12 195 525
12 45 495
12 45 465
12 45 435
12 45 405
12 45 375
12 375 255
12 375 225
12 375 195
12 375 165
12 375 135
12 375 105
12 1035 285
12 1035 315
12 1035 375
12 1035 345
12 1035 405
12 1425 585
12 1425 555
12 1425 525
12 1425 495
12 1425 465
12 1785 375
12 1785 405
12 1785 435
12 1785 465
12 2145 585
12 2145 555
12 2145 525
12 2145 495
12 2145 465
2 135 585
2 105 225
2 255 75
2 945 45
2 675 195
2 615 405
2 915 495
2 1305 435
2 1485 285
2 1905 315
2 2055 405
2 2235 285
4 285 615
4 285 255
4 255 435
4 585 45
4 1065 165
4 735 345
4 825 585
4 1185 315
4 1575 405
4 1695 345
10 2385 285
10 2415 285
10 2445 285
10 2445 255
10 2445 225
10 2445 195
10 2445 165
10 2445 135
10 2445 105
10 2445 75
10 2445 45
10 2445 15
10 2415 45
10 2415 75
10 2415 105
10 2415 135
10 2415 165
10 2415 195
10 2415 225
10 2415 255
10 2385 255
10 2385 225
10 2385 195
10 2385 165
10 2385 135
10 2385 105
10 2385 75
10 2385 45
10 2385 15
10 2415 15
10 2475 15
10 2505 15
10 2535 15
10 2565 15
10 2595 15
10 2625 15
10 2655 15
10 2685 15
10 2715 15
10 2745 15
10 2775 15
10 2805 15
10 2835 15
10 2865 15
10 2895 15
10 2925 15
10 2955 15
10 2985 15
10 3015 15
10 3045 15
10 3045 45
10 3075 45
10 3105 45
10 3135 45
10 3165 45
10 3195 45
10 3225 45
10 3255 45
10 3285 45
10 3285 15
10 3255 15
10 3225 15
10 3195 15
10 3165 15
10 3135 15
10 3105 15
10 3075 15
10 3015 45
10 2985 45
10 2955 45
10 2925 45
10 2895 45
10 2865 45
10 2835 45
10 2805 45
10 2775 45
10 2745 45
10 2715 45
10 2685 45
10 2655 45
10 2625 45
10 2595 45
10 2565 45
10 2535 45
10 2505 45
10 2475 45
10 3255 75
10 3255 105
10 3255 135
10 3255 165
10 3255 195
10 3255 225
10 3255 255
10 3255 285
10 3255 315
10 3255 345
10 3255 375
10 3255 405
10 3255 435
10 3255 465
10 3255 495
10 3255 525
10 3255 555
10 3285 555
10 3285 585
10 3285 615
10 3285 645
10 3285 675
10 3285 705
10 3285 735
10 3285 765
10 3285 525
10 3285 495
10 3285 465
10 3285 435
10 3285 405
10 3285 375
10 3285 345
10 3285 315
10 3285 285
10 3285 255
10 3285 225
10 3285 195
10 3285 165
10 3285 75
10 3285 105
10 3285 135
10 3255 585
10 3255 615
10 3255 645
10 3255 675
10 3255 705
10 3255 735
10 3255 765
10 3225 765
10 3195 765
10 3165 765
10 3135 765
10 3105 765
10 3075 765
10 3045 765
10 3015 765
10 2985 765
10 2955 765
10 2925 765
10 2895 765
10 2865 765
10 2835 765
10 2805 765
10 2775 765
10 2745 765
10 2715 765
10 2685 765
10 2655 765
10 2625 765
10 2595 765
10 2565 765
10 2535 765
10 2505 765
10 2475 765
10 2445 765
10 2415 765
10 2385 765
10 2385 735
10 2415 735
10 2445 735
10 2475 735
10 2505 735
10 2535 735
10 2565 735
10 3225 735
10 3195 735
10 3165 735
10 3135 735
10 3105 735
10 3075 735
10 3045 735
10 3015 735
10 2985 735
10 2955 735
10 2925 735
10 2895 735
10 2865 735
10 2835 735
10 2805 735
10 2775 735
10 2745 735
10 2715 735
10 2685 735
10 2655 735
10 2625 735
10 2595 735
10 2415 705
10 2445 705
10 2445 675
10 2445 645
10 2445 615
10 2445 585
10 2445 555
10 2445 525
10 2445 495
10 2415 495
10 2385 495
10 2415 525
10 2415 555
10 2385 585
10 2415 615
10 2415 645
10 2415 675
10 2385 705
10 2385 615
10 2415 585
10 2385 645
10 2385 555
10 2385 675
10 2385 525
12 2445 465
12 2445 435
12 2445 405
12 2445 375
12 2445 345
12 2445 315
20 3015 690
